ts,user,event,score
2025-07-05T00:24:00,u2664,click,64
2025-07-06T01:25:00,u2665,click,71
2025-07-07T02:26:00,u2666,click,78
2025-07-08T03:27:00,u2667,click,85
2025-07-09T04:28:00,u2668,click,92
2025-07-10T05:29:00,u2669,click,99
2025-07-11T06:30:00,u2670,click,5
2025-07-12T07:31:00,u2671,click,12
2025-07-13T08:32:00,u2672,click,19
2025-07-14T09:33:00,u2673,click,26
2025-07-15T10:34:00,u2674,click,33
2025-07-16T11:35:00,u2675,click,40
2025-07-17T12:36:00,u2676,click,47
2025-07-18T13:37:00,u2677,click,54
2025-07-19T14:38:00,u2678,click,61
2025-07-20T15:39:00,u2679,click,68
2025-07-21T16:40:00,u2680,click,75
2025-07-22T17:41:00,u2681,click,82
2025-07-23T18:42:00,u2682,click,89
2025-07-24T19:43:00,u2683,click,96
2025-07-25T20:44:00,u2684,click,2
2025-07-26T21:45:00,u2685,click,9
2025-07-27T22:46:00,u2686,click,16
2025-07-28T23:47:00,u2687,click,23
2025-07-01T00:48:00,u2688,click,30
2025-07-02T01:49:00,u2689,click,37
2025-07-03T02:50:00,u2690,click,44
2025-07-04T03:51:00,u2691,click,51
2025-07-05T04:52:00,u2692,click,58
2025-07-06T05:53:00,u2693,click,65
2025-07-07T06:54:00,u2694,click,72
2025-07-08T07:55:00,u2695,click,79
2025-07-09T08:56:00,u2696,click,86
2025-07-10T09:57:00,u2697,click,93
2025-07-11T10:58:00,u2698,click,100
2025-07-12T11:59:00,u2699,click,6
2025-07-13T12:00:00,u2700,click,13
2025-07-14T13:01:00,u2701,click,20
2025-07-15T14:02:00,u2702,click,27
2025-07-16T15:03:00,u2703,click,34
2025-07-17T16:04:00,u2704,click,41
2025-07-18T17:05:00,u2705,click,48
2025-07-19T18:06:00,u2706,click,55
2025-07-20T19:07:00,u2707,click,62
2025-07-21T20:08:00,u2708,click,69
2025-07-22T21:09:00,u2709,click,76
2025-07-23T22:10:00,u2710,click,83
2025-07-24T23:11:00,u2711,click,90
2025-07-25T00:12:00,u2712,click,97
2025-07-26T01:13:00,u2713,click,3
2025-07-27T02:14:00,u2714,click,10
2025-07-28T03:15:00,u2715,click,17
2025-07-01T04:16:00,u2716,click,24
2025-07-02T05:17:00,u2717,click,31
2025-07-03T06:18:00,u2718,click,38
2025-07-04T07:19:00,u2719,click,45
2025-07-05T08:20:00,u2720,click,52
2025-07-06T09:21:00,u2721,click,59
2025-07-07T10:22:00,u2722,click,66
2025-07-08T11:23:00,u2723,click,73
2025-07-09T12:24:00,u2724,click,80
2025-07-10T13:25:00,u2725,click,87
2025-07-11T14:26:00,u2726,click,94
2025-07-12T15:27:00,u2727,click,0
2025-07-13T16:28:00,u2728,click,7
2025-07-14T17:29:00,u2729,click,14
2025-07-15T18:30:00,u2730,click,21
2025-07-16T19:31:00,u2731,click,28
2025-07-17T20:32:00,u2732,click,35
2025-07-18T21:33:00,u2733,click,42
2025-07-19T22:34:00,u2734,click,49
2025-07-20T23:35:00,u2735,click,56
2025-07-21T00:36:00,u2736,click,63
2025-07-22T01:37:00,u2737,click,70
2025-07-23T02:38:00,u2738,click,77
2025-07-24T03:39:00,u2739,click,84
2025-07-25T04:40:00,u2740,click,91
2025-07-26T05:41:00,u2741,click,98
2025-07-27T06:42:00,u2742,click,4
2025-07-28T07:43:00,u2743,click,11
2025-07-01T08:44:00,u2744,click,18
2025-07-02T09:45:00,u2745,click,25
2025-07-03T10:46:00,u2746,click,32
2025-07-04T11:47:00,u2747,click,39
2025-07-05T12:48:00,u2748,click,46
2025-07-06T13:49:00,u2749,click,53
2025-07-07T14:50:00,u2750,click,60
2025-07-08T15:51:00,u2751,click,67
2025-07-09T16:52:00,u2752,click,74
2025-07-10T17:53:00,u2753,click,81
2025-07-11T18:54:00,u2754,click,88
2025-07-12T19:55:00,u2755,click,95
2025-07-13T20:56:00,u2756,click,1
2025-07-14T21:57:00,u2757,click,8
2025-07-15T22:58:00,u2758,click,15
2025-07-16T23:59:00,u2759,click,22
2025-07-17T00:00:00,u2760,click,29
2025-07-18T01:01:00,u2761,click,36
2025-07-19T02:02:00,u2762,click,43
2025-07-20T03:03:00,u2763,click,50
2025-07-21T04:04:00,u2764,click,57
2025-07-22T05:05:00,u2765,click,64
2025-07-23T06:06:00,u2766,click,71
2025-07-24T07:07:00,u2767,click,78
2025-07-25T08:08:00,u2768,click,85
2025-07-26T09:09:00,u2769,click,92
2025-07-27T10:10:00,u2770,click,99
2025-07-28T11:11:00,u2771,click,5
2025-07-01T12:12:00,u2772,click,12
2025-07-02T13:13:00,u2773,click,19
2025-07-03T14:14:00,u2774,click,26
2025-07-04T15:15:00,u2775,click,33
2025-07-05T16:16:00,u2776,click,40
2025-07-06T17:17:00,u2777,click,47
2025-07-07T18:18:00,u2778,click,54
2025-07-08T19:19:00,u2779,click,61
2025-07-09T20:20:00,u2780,click,68
2025-07-10T21:21:00,u2781,click,75
2025-07-11T22:22:00,u2782,click,82
2025-07-12T23:23:00,u2783,click,89
2025-07-13T00:24:00,u2784,click,96
2025-07-14T01:25:00,u2785,click,2
2025-07-15T02:26:00,u2786,click,9
2025-07-16T03:27:00,u2787,click,16
2025-07-17T04:28:00,u2788,click,23
2025-07-18T05:29:00,u2789,click,30
2025-07-19T06:30:00,u2790,click,37
2025-07-20T07:31:00,u2791,click,44
2025-07-21T08:32:00,u2792,click,51
2025-07-22T09:33:00,u2793,click,58
2025-07-23T10:34:00,u2794,click,65
2025-07-24T11:35:00,u2795,click,72
2025-07-25T12:36:00,u2796,click,79
2025-07-26T13:37:00,u2797,click,86
2025-07-27T14:38:00,u2798,click,93
2025-07-28T15:39:00,u2799,click,100
2025-07-01T16:40:00,u2800,click,6
2025-07-02T17:41:00,u2801,click,13
2025-07-03T18:42:00,u2802,click,20
2025-07-04T19:43:00,u2803,click,27
2025-07-05T20:44:00,u2804,click,34
2025-07-06T21:45:00,u2805,click,41
2025-07-07T22:46:00,u2806,click,48
2025-07-08T23:47:00,u2807,click,55
2025-07-09T00:48:00,u2808,click,62
2025-07-10T01:49:00,u2809,click,69
2025-07-11T02:50:00,u2810,click,76
2025-07-12T03:51:00,u2811,click,83
2025-07-13T04:52:00,u2812,click,90
2025-07-14T05:53:00,u2813,click,97
2025-07-15T06:54:00,u2814,click,3
2025-07-16T07:55:00,u2815,click,10
2025-07-17T08:56:00,u2816,click,17
2025-07-18T09:57:00,u2817,click,24
2025-07-19T10:58:00,u2818,click,31
2025-07-20T11:59:00,u2819,click,38
2025-07-21T12:00:00,u2820,click,45
2025-07-22T13:01:00,u2821,click,52
2025-07-23T14:02:00,u2822,click,59
2025-07-24T15:03:00,u2823,click,66
2025-07-25T16:04:00,u2824,click,73
2025-07-26T17:05:00,u2825,click,80
2025-07-27T18:06:00,u2826,click,87
2025-07-28T19:07:00,u2827,click,94
2025-07-01T20:08:00,u2828,click,0
2025-07-02T21:09:00,u2829,click,7
2025-07-03T22:10:00,u2830,click,14
2025-07-04T23:11:00,u2831,click,21
2025-07-05T00:12:00,u2832,click,28
2025-07-06T01:13:00,u2833,click,35
2025-07-07T02:14:00,u2834,click,42
2025-07-08T03:15:00,u2835,click,49
2025-07-09T04:16:00,u2836,click,56
2025-07-10T05:17:00,u2837,click,63
2025-07-11T06:18:00,u2838,click,70
2025-07-12T07:19:00,u2839,click,77
2025-07-13T08:20:00,u2840,click,84
2025-07-14T09:21:00,u2841,click,91
2025-07-15T10:22:00,u2842,click,98
2025-07-16T11:23:00,u2843,click,4
2025-07-17T12:24:00,u2844,click,11
2025-07-18T13:25:00,u2845,click,18
2025-07-19T14:26:00,u2846,click,25
2025-07-20T15:27:00,u2847,click,32
2025-07-21T16:28:00,u2848,click,39
2025-07-22T17:29:00,u2849,click,46
2025-07-23T18:30:00,u2850,click,53
2025-07-24T19:31:00,u2851,click,60
2025-07-25T20:32:00,u2852,click,67
2025-07-26T21:33:00,u2853,click,74
2025-07-27T22:34:00,u2854,click,81
2025-07-28T23:35:00,u2855,click,88
2025-07-01T00:36:00,u2856,click,95
2025-07-02T01:37:00,u2857,click,1
2025-07-03T02:38:00,u2858,click,8
2025-07-04T03:39:00,u2859,click,15
2025-07-05T04:40:00,u2860,click,22
2025-07-06T05:41:00,u2861,click,29
2025-07-07T06:42:00,u2862,click,36
2025-07-08T07:43:00,u2863,click,43
2025-07-09T08:44:00,u2864,click,50
2025-07-10T09:45:00,u2865,click,57
2025-07-11T10:46:00,u2866,click,64
2025-07-12T11:47:00,u2867,click,71
2025-07-13T12:48:00,u2868,click,78
2025-07-14T13:49:00,u2869,click,85
2025-07-15T14:50:00,u2870,click,92
2025-07-16T15:51:00,u2871,click,99
2025-07-17T16:52:00,u2872,click,5
2025-07-18T17:53:00,u2873,click,12
2025-07-19T18:54:00,u2874,click,19
2025-07-20T19:55:00,u2875,click,26
2025-07-21T20:56:00,u2876,click,33
2025-07-22T21:57:00,u2877,click,40
2025-07-23T22:58:00,u2878,click,47
2025-07-24T23:59:00,u2879,click,54
2025-07-25T00:00:00,u2880,click,61
2025-07-26T01:01:00,u2881,click,68
2025-07-27T02:02:00,u2882,click,75
2025-07-28T03:03:00,u2883,click,82
2025-07-01T04:04:00,u2884,click,89
2025-07-02T05:05:00,u2885,click,96
2025-07-03T06:06:00,u2886,click,2
2025-07-04T07:07:00,u2887,click,9
2025-07-05T08:08:00,u2888,click,16
2025-07-06T09:09:00,u2889,click,23
2025-07-07T10:10:00,u2890,click,30
2025-07-08T11:11:00,u2891,click,37
2025-07-09T12:12:00,u2892,click,44
2025-07-10T13:13:00,u2893,click,51
2025-07-11T14:14:00,u2894,click,58
2025-07-12T15:15:00,u2895,click,65
2025-07-13T16:16:00,u2896,click,72
2025-07-14T17:17:00,u2897,click,79
2025-07-15T18:18:00,u2898,click,86
2025-07-16T19:19:00,u2899,click,93
2025-07-17T20:20:00,u2900,click,100
2025-07-18T21:21:00,u2901,click,6
2025-07-19T22:22:00,u2902,click,13
2025-07-20T23:23:00,u2903,click,20
2025-07-21T00:24:00,u2904,click,27
2025-07-22T01:25:00,u2905,click,34
2025-07-23T02:26:00,u2906,click,41
2025-07-24T03:27:00,u2907,click,48
2025-07-25T04:28:00,u2908,click,55
2025-07-26T05:29:00,u2909,click,62
2025-07-27T06:30:00,u2910,click,69
2025-07-28T07:31:00,u2911,click,76
2025-07-01T08:32:00,u2912,click,83
2025-07-02T09:33:00,u2913,click,90
2025-07-03T10:34:00,u2914,click,97
2025-07-04T11:35:00,u2915,click,3
2025-07-05T12:36:00,u2916,click,10
2025-07-06T13:37:00,u2917,click,17
2025-07-07T14:38:00,u2918,click,24
2025-07-08T15:39:00,u2919,click,31
2025-07-09T16:40:00,u2920,click,38
2025-07-10T17:41:00,u2921,click,45
2025-07-11T18:42:00,u2922,click,52
2025-07-12T19:43:00,u2923,click,59
2025-07-13T20:44:00,u2924,click,66
2025-07-14T21:45:00,u2925,click,73
2025-07-15T22:46:00,u2926,click,80
2025-07-16T23:47:00,u2927,click,87
2025-07-17T00:48:00,u2928,click,94
2025-07-18T01:49:00,u2929,click,0
2025-07-19T02:50:00,u2930,click,7
2025-07-20T03:51:00,u2931,click,14
2025-07-21T04:52:00,u2932,click,21
2025-07-22T05:53:00,u2933,click,28
2025-07-23T06:54:00,u2934,click,35
2025-07-24T07:55:00,u2935,click,42
2025-07-25T08:56:00,u2936,click,49
2025-07-26T09:57:00,u2937,click,56
2025-07-27T10:58:00,u2938,click,63
2025-07-28T11:59:00,u2939,click,70
2025-07-01T12:00:00,u2940,click,77
2025-07-02T13:01:00,u2941,click,84
2025-07-03T14:02:00,u2942,click,91
2025-07-04T15:03:00,u2943,click,98
2025-07-05T16:04:00,u2944,click,4
2025-07-06T17:05:00,u2945,click,11
2025-07-07T18:06:00,u2946,click,18
2025-07-08T19:07:00,u2947,click,25
2025-07-09T20:08:00,u2948,click,32
2025-07-10T21:09:00,u2949,click,39
2025-07-11T22:10:00,u2950,click,46
2025-07-12T23:11:00,u2951,click,53
2025-07-13T00:12:00,u2952,click,60
2025-07-14T01:13:00,u2953,click,67
2025-07-15T02:14:00,u2954,click,74
2025-07-16T03:15:00,u2955,click,81
2025-07-17T04:16:00,u2956,click,88
2025-07-18T05:17:00,u2957,click,95
2025-07-19T06:18:00,u2958,click,1
2025-07-20T07:19:00,u2959,click,8
2025-07-21T08:20:00,u2960,click,15
2025-07-22T09:21:00,u2961,click,22
2025-07-23T10:22:00,u2962,click,29
2025-07-24T11:23:00,u2963,click,36
2025-07-25T12:24:00,u2964,click,43
2025-07-26T13:25:00,u2965,click,50
2025-07-27T14:26:00,u2966,click,57
2025-07-28T15:27:00,u2967,click,64
2025-07-01T16:28:00,u2968,click,71
2025-07-02T17:29:00,u2969,click,78
2025-07-03T18:30:00,u2970,click,85
2025-07-04T19:31:00,u2971,click,92
2025-07-05T20:32:00,u2972,click,99
2025-07-06T21:33:00,u2973,click,5
2025-07-07T22:34:00,u2974,click,12
2025-07-08T23:35:00,u2975,click,19
2025-07-09T00:36:00,u2976,click,26
2025-07-10T01:37:00,u2977,click,33
2025-07-11T02:38:00,u2978,click,40
2025-07-12T03:39:00,u2979,click,47
2025-07-13T04:40:00,u2980,click,54
2025-07-14T05:41:00,u2981,click,61
2025-07-15T06:42:00,u2982,click,68
2025-07-16T07:43:00,u2983,click,75
2025-07-17T08:44:00,u2984,click,82
2025-07-18T09:45:00,u2985,click,89
2025-07-19T10:46:00,u2986,click,96
2025-07-20T11:47:00,u2987,click,2
2025-07-21T12:48:00,u2988,click,9
2025-07-22T13:49:00,u2989,click,16
2025-07-23T14:50:00,u2990,click,23
2025-07-24T15:51:00,u2991,click,30
2025-07-25T16:52:00,u2992,click,37
2025-07-26T17:53:00,u2993,click,44
2025-07-27T18:54:00,u2994,click,51
2025-07-28T19:55:00,u2995,click,58
2025-07-01T20:56:00,u2996,click,65
2025-07-02T21:57:00,u2997,click,72
2025-07-03T22:58:00,u2998,click,79
2025-07-04T23:59:00,u2999,click,86
2025-07-05T00:00:00,u3000,click,93
2025-07-06T01:01:00,u3001,click,100
2025-07-07T02:02:00,u3002,click,6
2025-07-08T03:03:00,u3003,click,13
2025-07-09T04:04:00,u3004,click,20
2025-07-10T05:05:00,u3005,click,27
2025-07-11T06:06:00,u3006,click,34
2025-07-12T07:07:00,u3007,click,41
2025-07-13T08:08:00,u3008,click,48
2025-07-14T09:09:00,u3009,click,55
2025-07-15T10:10:00,u3010,click,62
2025-07-16T11:11:00,u3011,click,69
2025-07-17T12:12:00,u3012,click,76
2025-07-18T13:13:00,u3013,click,83
2025-07-19T14:14:00,u3014,click,90
2025-07-20T15:15:00,u3015,click,97
2025-07-21T16:16:00,u3016,click,3
2025-07-22T17:17:00,u3017,click,10
2025-07-23T18:18:00,u3018,click,17
2025-07-24T19:19:00,u3019,click,24
2025-07-25T20:20:00,u3020,click,31
2025-07-26T21:21:00,u3021,click,38
2025-07-27T22:22:00,u3022,click,45
2025-07-28T23:23:00,u3023,click,52
2025-07-01T00:24:00,u3024,click,59
2025-07-02T01:25:00,u3025,click,66
2025-07-03T02:26:00,u3026,click,73
2025-07-04T03:27:00,u3027,click,80
2025-07-05T04:28:00,u3028,click,87
2025-07-06T05:29:00,u3029,click,94
2025-07-07T06:30:00,u3030,click,0
2025-07-08T07:31:00,u3031,click,7
2025-07-09T08:32:00,u3032,click,14
2025-07-10T09:33:00,u3033,click,21
2025-07-11T10:34:00,u3034,click,28
2025-07-12T11:35:00,u3035,click,35
2025-07-13T12:36:00,u3036,click,42
2025-07-14T13:37:00,u3037,click,49
2025-07-15T14:38:00,u3038,click,56
2025-07-16T15:39:00,u3039,click,63
2025-07-17T16:40:00,u3040,click,70
2025-07-18T17:41:00,u3041,click,77
2025-07-19T18:42:00,u3042,click,84
2025-07-20T19:43:00,u3043,click,91
2025-07-21T20:44:00,u3044,click,98
2025-07-22T21:45:00,u3045,click,4
2025-07-23T22:46:00,u3046,click,11
2025-07-24T23:47:00,u3047,click,18
2025-07-25T00:48:00,u3048,click,25
2025-07-26T01:49:00,u3049,click,32
2025-07-27T02:50:00,u3050,click,39
2025-07-28T03:51:00,u3051,click,46
2025-07-01T04:52:00,u3052,click,53
2025-07-02T05:53:00,u3053,click,60
2025-07-03T06:54:00,u3054,click,67
2025-07-04T07:55:00,u3055,click,74
2025-07-05T08:56:00,u3056,click,81
2025-07-06T09:57:00,u3057,click,88
2025-07-07T10:58:00,u3058,click,95
2025-07-08T11:59:00,u3059,click,1
2025-07-09T12:00:00,u3060,click,8
2025-07-10T13:01:00,u3061,click,15
2025-07-11T14:02:00,u3062,click,22
2025-07-12T15:03:00,u3063,click,29
2025-07-13T16:04:00,u3064,click,36
2025-07-14T17:05:00,u3065,click,43
2025-07-15T18:06:00,u3066,click,50
2025-07-16T19:07:00,u3067,click,57
2025-07-17T20:08:00,u3068,click,64
2025-07-18T21:09:00,u3069,click,71
2025-07-19T22:10:00,u3070,click,78
2025-07-20T23:11:00,u3071,click,85
2025-07-21T00:12:00,u3072,click,92
2025-07-22T01:13:00,u3073,click,99
2025-07-23T02:14:00,u3074,click,5
2025-07-24T03:15:00,u3075,click,12
2025-07-25T04:16:00,u3076,click,19
2025-07-26T05:17:00,u3077,click,26
2025-07-27T06:18:00,u3078,click,33
2025-07-28T07:19:00,u3079,click,40
2025-07-01T08:20:00,u3080,click,47
2025-07-02T09:21:00,u3081,click,54
2025-07-03T10:22:00,u3082,click,61
2025-07-04T11:23:00,u3083,click,68
2025-07-05T12:24:00,u3084,click,75
2025-07-06T13:25:00,u3085,click,82
2025-07-07T14:26:00,u3086,click,89
2025-07-08T15:27:00,u3087,click,96
2025-07-09T16:28:00,u3088,click,2
2025-07-10T17:29:00,u3089,click,9
2025-07-11T18:30:00,u3090,click,16
2025-07-12T19:31:00,u3091,click,23
2025-07-13T20:32:00,u3092,click,30
2025-07-14T21:33:00,u3093,click,37
2025-07-15T22:34:00,u3094,click,44
2025-07-16T23:35:00,u3095,click,51
2025-07-17T00:36:00,u3096,click,58
2025-07-18T01:37:00,u3097,click,65
2025-07-19T02:38:00,u3098,click,72
2025-07-20T03:39:00,u3099,click,79
2025-07-21T04:40:00,u3100,click,86
2025-07-22T05:41:00,u3101,click,93
2025-07-23T06:42:00,u3102,click,100
2025-07-24T07:43:00,u3103,click,6
2025-07-25T08:44:00,u3104,click,13
2025-07-26T09:45:00,u3105,click,20
2025-07-27T10:46:00,u3106,click,27
2025-07-28T11:47:00,u3107,click,34
2025-07-01T12:48:00,u3108,click,41
2025-07-02T13:49:00,u3109,click,48
2025-07-03T14:50:00,u3110,click,55
2025-07-04T15:51:00,u3111,click,62
2025-07-05T16:52:00,u3112,click,69
2025-07-06T17:53:00,u3113,click,76
2025-07-07T18:54:00,u3114,click,83
2025-07-08T19:55:00,u3115,click,90
2025-07-09T20:56:00,u3116,click,97
2025-07-10T21:57:00,u3117,click,3
2025-07-11T22:58:00,u3118,click,10
2025-07-12T23:59:00,u3119,click,17
2025-07-13T00:00:00,u3120,click,24
2025-07-14T01:01:00,u3121,click,31
2025-07-15T02:02:00,u3122,click,38
2025-07-16T03:03:00,u3123,click,45
2025-07-17T04:04:00,u3124,click,52
2025-07-18T05:05:00,u3125,click,59
2025-07-19T06:06:00,u3126,click,66
2025-07-20T07:07:00,u3127,click,73
2025-07-21T08:08:00,u3128,click,80
2025-07-22T09:09:00,u3129,click,87
2025-07-23T10:10:00,u3130,click,94
2025-07-24T11:11:00,u3131,click,0
2025-07-25T12:12:00,u3132,click,7
2025-07-26T13:13:00,u3133,click,14
2025-07-27T14:14:00,u3134,click,21
2025-07-28T15:15:00,u3135,click,28
2025-07-01T16:16:00,u3136,click,35
2025-07-02T17:17:00,u3137,click,42
2025-07-03T18:18:00,u3138,click,49
2025-07-04T19:19:00,u3139,click,56
2025-07-05T20:20:00,u3140,click,63
2025-07-06T21:21:00,u3141,click,70
2025-07-07T22:22:00,u3142,click,77
2025-07-08T23:23:00,u3143,click,84
2025-07-09T00:24:00,u3144,click,91
2025-07-10T01:25:00,u3145,click,98
2025-07-11T02:26:00,u3146,click,4
2025-07-12T03:27:00,u3147,click,11
2025-07-13T04:28:00,u3148,click,18
2025-07-14T05:29:00,u3149,click,25
2025-07-15T06:30:00,u3150,click,32
2025-07-16T07:31:00,u3151,click,39
2025-07-17T08:32:00,u3152,click,46
2025-07-18T09:33:00,u3153,click,53
2025-07-19T10:34:00,u3154,click,60
2025-07-20T11:35:00,u3155,click,67
2025-07-21T12:36:00,u3156,click,74
2025-07-22T13:37:00,u3157,click,81
2025-07-23T14:38:00,u3158,click,88
2025-07-24T15:39:00,u3159,click,95
2025-07-25T16:40:00,u3160,click,1
2025-07-26T17:41:00,u3161,click,8
2025-07-27T18:42:00,u3162,click,15
2025-07-28T19:43:00,u3163,click,22
2025-07-01T20:44:00,u3164,click,29
2025-07-02T21:45:00,u3165,click,36
2025-07-03T22:46:00,u3166,click,43
2025-07-04T23:47:00,u3167,click,50
2025-07-05T00:48:00,u3168,click,57
2025-07-06T01:49:00,u3169,click,64
2025-07-07T02:50:00,u3170,click,71
2025-07-08T03:51:00,u3171,click,78
2025-07-09T04:52:00,u3172,click,85
2025-07-10T05:53:00,u3173,click,92
2025-07-11T06:54:00,u3174,click,99
2025-07-12T07:55:00,u3175,click,5
2025-07-13T08:56:00,u3176,click,12
2025-07-14T09:57:00,u3177,click,19
2025-07-15T10:58:00,u3178,click,26
2025-07-16T11:59:00,u3179,click,33
2025-07-17T12:00:00,u3180,click,40
2025-07-18T13:01:00,u3181,click,47
2025-07-19T14:02:00,u3182,click,54
2025-07-20T15:03:00,u3183,click,61
2025-07-21T16:04:00,u3184,click,68
2025-07-22T17:05:00,u3185,click,75
2025-07-23T18:06:00,u3186,click,82
2025-07-24T19:07:00,u3187,click,89
2025-07-25T20:08:00,u3188,click,96
2025-07-26T21:09:00,u3189,click,2
2025-07-27T22:10:00,u3190,click,9
2025-07-28T23:11:00,u3191,click,16
2025-07-01T00:12:00,u3192,click,23
2025-07-02T01:13:00,u3193,click,30
2025-07-03T02:14:00,u3194,click,37
2025-07-04T03:15:00,u3195,click,44
2025-07-05T04:16:00,u3196,click,51
2025-07-06T05:17:00,u3197,click,58
2025-07-07T06:18:00,u3198,click,65
2025-07-08T07:19:00,u3199,click,72
2025-07-09T08:20:00,u3200,click,79
2025-07-10T09:21:00,u3201,click,86
2025-07-11T10:22:00,u3202,click,93
2025-07-12T11:23:00,u3203,click,100
2025-07-13T12:24:00,u3204,click,6
2025-07-14T13:25:00,u3205,click,13
2025-07-15T14:26:00,u3206,click,20
2025-07-16T15:27:00,u3207,click,27
2025-07-17T16:28:00,u3208,click,34
2025-07-18T17:29:00,u3209,click,41
2025-07-19T18:30:00,u3210,click,48
2025-07-20T19:31:00,u3211,click,55
2025-07-21T20:32:00,u3212,click,62
2025-07-22T21:33:00,u3213,click,69
2025-07-23T22:34:00,u3214,click,76
2025-07-24T23:35:00,u3215,click,83
2025-07-25T00:36:00,u3216,click,90
2025-07-26T01:37:00,u3217,click,97
2025-07-27T02:38:00,u3218,click,3
2025-07-28T03:39:00,u3219,click,10
2025-07-01T04:40:00,u3220,click,17
2025-07-02T05:41:00,u3221,click,24
2025-07-03T06:42:00,u3222,click,31
2025-07-04T07:43:00,u3223,click,38
2025-07-05T08:44:00,u3224,click,45
2025-07-06T09:45:00,u3225,click,52
2025-07-07T10:46:00,u3226,click,59
2025-07-08T11:47:00,u3227,click,66
2025-07-09T12:48:00,u3228,click,73
2025-07-10T13:49:00,u3229,click,80
2025-07-11T14:50:00,u3230,click,87
2025-07-12T15:51:00,u3231,click,94
2025-07-13T16:52:00,u3232,click,0
2025-07-14T17:53:00,u3233,click,7
2025-07-15T18:54:00,u3234,click,14
2025-07-16T19:55:00,u3235,click,21
2025-07-17T20:56:00,u3236,click,28
2025-07-18T21:57:00,u3237,click,35
2025-07-19T22:58:00,u3238,click,42
2025-07-20T23:59:00,u3239,click,49
2025-07-21T00:00:00,u3240,click,56
2025-07-22T01:01:00,u3241,click,63
2025-07-23T02:02:00,u3242,click,70
2025-07-24T03:03:00,u3243,click,77
2025-07-25T04:04:00,u3244,click,84
2025-07-26T05:05:00,u3245,click,91
2025-07-27T06:06:00,u3246,click,98
2025-07-28T07:07:00,u3247,click,4
2025-07-01T08:08:00,u3248,click,11
2025-07-02T09:09:00,u3249,click,18
2025-07-03T10:10:00,u3250,click,25
2025-07-04T11:11:00,u3251,click,32
2025-07-05T12:12:00,u3252,click,39
2025-07-06T13:13:00,u3253,click,46
2025-07-07T14:14:00,u3254,click,53
2025-07-08T15:15:00,u3255,click,60
2025-07-09T16:16:00,u3256,click,67
2025-07-10T17:17:00,u3257,click,74
2025-07-11T18:18:00,u3258,click,81
2025-07-12T19:19:00,u3259,click,88
2025-07-13T20:20:00,u3260,click,95
2025-07-14T21:21:00,u3261,click,1
2025-07-15T22:22:00,u3262,click,8
2025-07-16T23:23:00,u3263,click,15
2025-07-17T00:24:00,u3264,click,22
2025-07-18T01:25:00,u3265,click,29
2025-07-19T02:26:00,u3266,click,36
2025-07-20T03:27:00,u3267,click,43
2025-07-21T04:28:00,u3268,click,50
2025-07-22T05:29:00,u3269,click,57
2025-07-23T06:30:00,u3270,click,64
2025-07-24T07:31:00,u3271,click,71
2025-07-25T08:32:00,u3272,click,78
2025-07-26T09:33:00,u3273,click,85
2025-07-27T10:34:00,u3274,click,92
2025-07-28T11:35:00,u3275,click,99
2025-07-01T12:36:00,u3276,click,5
2025-07-02T13:37:00,u3277,click,12
2025-07-03T14:38:00,u3278,click,19
2025-07-04T15:39:00,u3279,click,26
2025-07-05T16:40:00,u3280,click,33
2025-07-06T17:41:00,u3281,click,40
2025-07-07T18:42:00,u3282,click,47
2025-07-08T19:43:00,u3283,click,54
2025-07-09T20:44:00,u3284,click,61
2025-07-10T21:45:00,u3285,click,68
2025-07-11T22:46:00,u3286,click,75
2025-07-12T23:47:00,u3287,click,82
2025-07-13T00:48:00,u3288,click,89
2025-07-14T01:49:00,u3289,click,96
2025-07-15T02:50:00,u3290,click,2
2025-07-16T03:51:00,u3291,click,9
2025-07-17T04:52:00,u3292,click,16
2025-07-18T05:53:00,u3293,click,23
2025-07-19T06:54:00,u3294,click,30
2025-07-20T07:55:00,u3295,click,37
2025-07-21T08:56:00,u3296,click,44
2025-07-22T09:57:00,u3297,click,51
2025-07-23T10:58:00,u3298,click,58
2025-07-24T11:59:00,u3299,click,65
2025-07-25T12:00:00,u3300,click,72
2025-07-26T13:01:00,u3301,click,79
2025-07-27T14:02:00,u3302,click,86
2025-07-28T15:03:00,u3303,click,93
2025-07-01T16:04:00,u3304,click,100
2025-07-02T17:05:00,u3305,click,6
2025-07-03T18:06:00,u3306,click,13
2025-07-04T19:07:00,u3307,click,20
2025-07-05T20:08:00,u3308,click,27
2025-07-06T21:09:00,u3309,click,34
2025-07-07T22:10:00,u3310,click,41
2025-07-08T23:11:00,u3311,click,48
2025-07-09T00:12:00,u3312,click,55
2025-07-10T01:13:00,u3313,click,62
2025-07-11T02:14:00,u3314,click,69
2025-07-12T03:15:00,u3315,click,76
2025-07-13T04:16:00,u3316,click,83
2025-07-14T05:17:00,u3317,click,90
2025-07-15T06:18:00,u3318,click,97
2025-07-16T07:19:00,u3319,click,3
2025-07-17T08:20:00,u3320,click,10
2025-07-18T09:21:00,u3321,click,17
2025-07-19T10:22:00,u3322,click,24
2025-07-20T11:23:00,u3323,click,31
2025-07-21T12:24:00,u3324,click,38
2025-07-22T13:25:00,u3325,click,45
2025-07-23T14:26:00,u3326,click,52
2025-07-24T15:27:00,u3327,click,59
2025-07-25T16:28:00,u3328,click,66
2025-07-26T17:29:00,u3329,click,73
